Job_Code,Job_Title,Siglum
760,Maintenance Project Manager LUH,AHI
761,Sr Cost Analyst (Lakota Program),AHI
766,Training Records Manager,AHI
767,CLS Liaison for Military Programs,AHI
768,Commercial Pricing Specialist,AHI
772,Mgr-General Procurement,AHI
773,Engineering Architect Associate,AHI
776,Sr Technical Publications Coordinator,AHI
778,Technical Publications Coordinator,AHI
779,"Sr Mgr, Lakota MS Operations",AHI
780,Head of Acct./ Treasury,AHI
786,Sr CNC Machinist,AHI
788,Assoc. Manufacturing Engineer,AHI
790,"Business Controller, Mississippi Plant",AHI
791,Head of IM Industry Solutions,AHI
792,Sr Mgr IM Goverance,AHI
793,IM Service Delivery Mgr Customer Solutions,AHI
794,Regional Digital Coordinator,AHI
795,Staging/Kitting Specialist,AHI
796,Spr-DCR,AHI
800,Safety Promotion & Projects Analyst,AHI
801,Sr Mgr-Federal Sales,AHI
803,Sr Dir-Customer Support,AHI
804,Airworthiness Compliance Quality Engineer,AHI
806,Associate FTZ Aministrator,AHI
808,Facilities Service Center Administrator,AHI
809,Sr Courseware & Media Specialist,AHI
812,Sr Dir-MRO,AHI
813,Sr Mgr Key Account Sales & CCC,AHI
814,Deputy Chief Pilot-Flight Test,AHI
821,Business Logistics Analyst (CLS),AHI
823,Connected Services Analyst,AHI
824,Sr Mgr Asset Mgmt & Specialty Sales,AHI
827,Sr Mgr Planning Control & Facilities,AHI
828,Facilities Coordinator,AHI
832,Head of Certified Training,AHI
834,"Coordinator, Commercial AD & BA",AHI
835,"Sr Specialist, Product Marketing",AHI
836,Mgr-Operational Marketing,AHI
838,Pilot- NASA HCare Program,AHI
839,"Manager, Fort Rucker CLS Operations",AHI
840,Sr Mgr-Business Strategy and Integration,AHI
841,Mgr IM Team and Projects/Services,AHI
842,Database Specialist,AHI
843,Sr-AOG Customer Service Representative,AHI
844,President-R&T,AHI
845,Environmental Specialist,AHI
846,Lakota Fleet Configuration Manager,AHI
847,Sr Mgr Program Controlling,AHI
848,Associate SAP Business Analyst,AHI
849,"VP, Industry & Civil Programs",AHI
850,Sr Mgr- Quality,AHI
851,Ho Expert Group Tech Advisor,AHI
852,System Integration Tech Advisor,AHI
853,Head of Design department,AHI
856,Sr Quality Engineer,AHI
857,Ho Engineering Ops. Chief Engineer,AHI
858,"Sr Mgr-Fac., Security US Ops & Manufacturing",AHI
859,Site HR Manager,AHI
862,Sr Flight Test Instrumentation Specialist,AHI
863,DCR Machinist,AHI
864,Sr Mgr-Civil Programs,AHI
865,Sr Project Manager PMO & Transformation,AHI
867,MRO Business Analyst,AHI
868,MGR- Treasury & Tax Support,AHI
869,SPR-Intercompany Procurement & DM,AHI
870,Paint Operations Liaison/Tech,AHI
872,MGR-Trade Shows & Multimedia Support,AHI
873,Spr-Operational Purchasing,AHI
874,Development Project Manager,AHI
876,Vehicle and Avionics Technical Leader,AHI
877,IM Governance & Quality Assurance Analyst,AHI
879,SR MGR-Material Planning & Distribution,AHI
880,Sr Mgr Military Costing,AHI
881,Lead CNC Machinist,AHI
882,HO Costing/ Offer Evaluations AHNA,AHI
883,Sr Mgr DCR Repair/ Overhaul,AHI
884,HO Procurement Operations AHNA,AHI
885,Technical Support Specialist,AHI
886,"Sales Manager, H-Care Service & Support",AHI
887,Sr Mgr Key Account Sales & Completions Sinlge,AHI
888,MRO Business Office Specialist,AHI
889,Bids and Proposals Manager,AHI
890,Dir-Civil Programs,AHI
891,Supply Chain/Forecast Analyst,AHI
892,USCG Engineering Technician,AHI
894,Design Engineering Specialist,AHI
896,MRO Business Process Project Manager,AHI
899,Manufacturing Data Specialist,AHI
900,Mgr- Technical Publications,AHI
901,"Trainer, Customer Support",AHI
902,Training Center Compliance Manager,AHI
903,Mgr- Costing & Pricing,AHI
904,"Sales Manager, Asset MGMT & Utility",AHI
905,Assoc-Quality Engineer,AHI
906,Export Compliance Specialist,AHI
907,Export Compliance Analyst,AHI
908,Sr Export Compliance Specialist,AHI
909,Data Scientist,AHI
910,Manufacturing Engineer,AHI
911,IM Project Manager and Business Process Analy,AHI
912,Recruitment & Engagement,AHI
913,IM Solution Architect Level 2,AHI
914,Spr-Supply Depot,AHI
915,HO Support & Services Controlling,AHI
916,Lead Flight Test Technician,AHI
917,Procurement Service Manager,AHI
918,Offers and Contracts Specialist,AHI
919,Spr Facilities Technical Operations,AHI
920,Development Project Manager,AHI
921,Senior Experimental Test Pilot-DER,AHI
922,IM Solutions Architect Lead,AHI
923,Engineering Architect Level 1,AHI
924,Sr Mgr Human Resources Operations,AHI
925,Sr Customer Experience Rep,AHI
926,Sr Dir USCG Business Development,AHI
927,Mgr Sales Operations & Capture Projects,AHI
928,HR Data Analyst & Recruitment Specialist,AHI
929,HR & Employee Programs Business Partner,AHI
930,Sr Development Project Manager,AHI
931,Aircraft Maintenance Coordinator,AHI
932,Mgr External Communications & Media Relations,AHI
933,HCare PBH Coordinator,AHI
934,"Dir-Head of Region Customer Training, AH Nort",AHI
935,Mgr-Export Compliance,AHI
936,Sr Mgr-Environmental Compliance,AHI
937,Sr Mgr Strategic Procurement,AHI
938,"Senior, LUH-Maintenance Support Technician",AHI
939,HO Communications and Public Relations,AHI
940,Sr Dir HO Strategic Procurement AHNA,AHI
941,CNC Machinist,AHI
942,Aircraft Records Apprentice,AHI
943,Aircraft Records Coordinator,AHI
944,Aircraft Records Specialist,AHI
945,Sr. Mgr. Commercial Offers (S&S),AHI
946,Customer Logistics Manager,AHI
947,"Manager, Employee Relations",AHI
948,HO Advanced Programs,AHI
949,Sr Mgr Material Forecasting and Planning,AHI
950,HO PSO (S&S),AHI
951,Sr Mgr-Finance Business Intergration,AHI
952,Product Support Manager (USCG),AHI
953,Sr- Forecast & Business Analyst Procurement,AHI
954,Spr-Aircraft Records,AHI
955,Spr-Quality Assurance,AHI
956,Technical Project Manager Level II,AHI
957,HO Commercial and Technical Offers,AHI
958,Project Manager (MAR),AHI
959,Sr Mgr Business Strategy and Transformance,AHI
1002,A/C Technician A,AHI
1003,A/C Technician B,AHI
1004,Composite Technician A,AHI
1009,MRO Production Control Coordinator,AHI
1011,Production Engineering Specialist- MS,AHI
1012,Sr A/C Tech II,AHI
1015,Functional Specialist,AHI
1017,Customer Support Manager,AHI
1020,Sr Structural Design Engineer,AHI
1023,Mgr-Facilities Technical Operations,AHI
1024,Mgr-Health & Safety,AHI
1026,Mgr-Digital/Web & Internal Communications,AHI
1043,Lead A/C Technician,AHI
1047,Sr Industrial Engineer,AHI
1071,Sr A/C Technician,AHI
2005,QA Inspector A,AHI
2006,QA Inspector B,AHI
4000,Sr Material Handler,AHI
4004,Material Handler,AHI
4011,Sr Material Handler (IC),AHI
5009,Facilities Technician,AHI
5011,Lead Facilities Technician,AHI
AV0360,Dir-Export Compliance,AHI
AV0000,Intern,AHI
AV0001,Managing Director,AHI
AV0002,Deputy to Managing Director,AHI
AV0021,HO Operations & MFG,AHI
AV0028,HO Supply Chain,AHI
AV0032,HO Manufacturing,AHI
AV0081,Sr Mgr-Production,AHI
AV0091,Chief Engineer,AHI
AV0119,Financial Administrator,AHI
AV0161,HO Human Resources,AHI
AV0193,HO Warehouse Logistics,AHI
AV0226,Material Planning and Kitting,AHI
AV0231,Bids and Proposals Specialist,AHI
AV0398,Purchase Specialist,AHI
AV0436,Sr Engineer,AHI
AV0444,Senior Manufacturing Engineer,AHI
AV0472,Senior Document Control & Technical Writer,AHI
AV0479,Engineering Project Manager,AHI
AV0496,HO Flight Training/ Demo,AHI
AV0501,Principal Software Engineer,AHI
AV0502,Sr Principal Software Engineering,AHI
AV0539,Legal Counsel,AHI
AV0566,Senior Engineering Technician,AHI
AV0602,Engineer,AHI
AV0685,Training Manager,AHI
AV0686,Manager Information Technology/Management,AHI
AV0692,"Coordinator, Marketing",AHI
AV0700,Technician Trainee,AHI
AV0719,HO Finance,AHI
AV0730,Chief Technology Officer,AHI
AV0731,HO Programs /UAS Program Manager,AHI
AV0894,Design Engineering Specialist,AHI
AV0910,Manufacturing Engineer,AHI
AV0926,HO Business Development & Tech,AHI
AV1002,Technician A,AHI
AV1003,Technician B,AHI
AV1005,Sr A/C Operator /Lead Pilot,AHI
AV1023,Facilities & EHS Manager,AHI
AV1043,Demonstration & Integration Lead,AHI
AV1071,Sr Technician,AHI
AV2005,Quality Assurance Techncian,AHI
AV4004,Material Handler,AHI
BRIDGE,Former Group Employee,AHI
H0001,Helisim Managing Director,AHI
H0002,Helisim-Sales Manager-Customer Training,AHI
H0003,Financial Accounting & Community Manager,AHI
H0004,Simulator Technician,AHI
H0005,Helisim Maintenance Manager,AHI
H0006,Helisim - Simulation Training Coordinator,AHI
H0007,Finance and External Communication Manager,AHI
H0008,Helicopter Simulator Flight Instructor,AHI
T1002,TEMP A/C Technician A,AHI
T1003,TEMP A/C Technician B,AHI
T1071,TEMP Sr A/C Technician,AHI
T4004,TEMP Material Handler,AHI
TEMP,Temporary,AHI
MIAZZM,Principal Software Engineer,AAI
MIAZZN,Software Engineer III,AAI
ALA18O,Cust Qual Front Office Mgr,AAI
AYAVAA,Chief of Staff Acubed/R&T,AAI
,Engineering Chief of Staff,AAI
H7Z341,"Senior Director, Civil Program",AHI
3T3ZZB,Chief Development Officer,AAI
,"Director, System Design",AAI
FOF16E,Technical Project Specialist,AAI
3E3ZZH,"Manager, Strategy Engineer",AAI
MQAZZD,Quality Control Inspector I,AAI
SWT14Q,Automation Technician,AAI
MEAZZB,Electrical Engineer,AAI
AHA16H,Employee Services Coordinator,AAI
,Lead Quality Doc Specialist,AAI
MEAZZW,Sr Mechanical Engineer,AAI
,Dir Customs Compliance and Ops,AAI
AIA19Y,Dig Analytics Platform Admin,AAI
FIF18M,Data Excellence Manager,AAI
L7ZB4A,Advisor to the Board,AHI
MEAZZX,Sr Manufacturing Engineer,AAI
MIAZZO,Principal Systems Engineer,AAI
MEAZZY,Sr Applications Engineer,AAI
AIAVBL,"Director, Digital Global Prod.",AAI
ARAVAC,Export Trade Compliance Sr Mgr,AAI
,DWP Employee Collab Lead,AAI
ARA19B,Ethics & Compliance Manager,AAI
FQF17K,Attestation Specialist III,AAI
FQF16I,Attestation Specialist II,AAI
,Quality Inspector,AAI
FEFVAN,"Manager, Industrialization",AAI
FEFVAO,"Manager, Process Perf Eng",AAI
MEAZZZ,"Sr Manager, Mechanical Eng",AAI
MMAZZB,Facilities Manager,AAI
FJF18E,Cust Lsn/Ferry Flt Coordinator,AAI
F1FVAN,"Manager, Competency Planning",AAI
,Short/Mid-Term Planning Mgr I,AAI
FEF16O,Short/Mid Term Planning Mgr I,AAI
FEF17M,Short/Mid Term Planning Mgr II,AAI
3T3ZZC,Research and Technology Sr Mgr,AAI
VZVZZH,Venture Capital Sr Associate,AAI
VYVZZB,Internal Operations Associate,AAI
AIAVAV,DWP Employee Collab Lead,AAI
,"Sr Mgr, Reg Industrial Securit",AAI
SOT15M,FHS 1st Shift Lead,AAI
F2FVBA,Operations Chief of Staff,AAI
AHAB3D,"HO HR, LatAm",AAI
,Dir Parts & Tools Repair Svcs,AAI
APA19J,Procurement Specialist,AAI
F1F17J,Supplier & Contract Specialist,AAI
ALA19W,Data Strategy & Architect,AAI
ALAVA0,"Sr Manager, Quality Operations",AAI
ALA19X,Ecosystem Manager,AAI
F1F19J,Critical Sys Bldg Engineer,AAI
,Facilities Space Plng Coord,AAI
SLT25C,Airworthiness Assessor,AAI
,Staff Machine Learning Eng,AAI
KIB19G,Staff Cloud Architect,AAI
,"Mgr, Paint Ops & Supply Chain",AAI
SQT19A,Quality Inspector - DAR Cert,AAI
ALA19Y,Sr Flight Sim Sys Engineer CO,AAI
AHA15A,Global Mobility Specialist,AAI
,"Manager, Site Tool Shop",AAI
,Cust Svcs Quality Mgr LatAm,AAI
AQAVAB,Cust Svcs Quality Mgr LatAm,AAI
FEF17N,Short/Mid Term Planning Mgr I,AAI
FEF18O,Short/Mid Term Planning Mgr II,AAI
FEF19J,Short/Mid Term Plnning Mgr III,AAI
APAVAX,"Manager, General Procurement",AAI
,Site Security Manager,AAI
FEF19K,Applications Engineer III,AAI
F1F18J,Competency Planning Manager,AAI
AFA19H,Payroll Manager,AAI
,Reliability Engineer III,AAI
F1F06A,ADU Shop Coordinator,AAI
AGA19E,"Manager, Site Security",AAI
,Principal Software Architect,AAI
,Lead Category Buyer,AAI
APAVAT,Lead Category Buyer,AAI
AHAVAM,Labor Relations Manager,AAI
FPF18F,Cabin Line Side Spt Spclst II,AAI
FEF17O,Reliability Engineer II,AAI
,Master Data Coordinator,AAI
FBFVBD,"Director, WMP Operations",AAI
FEFVBH,"Director, A320 FAL Planning",AAI
3I3ZZZ,Sr AI Engineer,AAI
AOAVAE,Senior Embodiment Ops Manager,AAI
AHA18H,Compensation Analyst II,AAI
