Job_Code,Job_Title,Siglum
0732,"Deputy Chief Pilot-Maintenance, Mktg & Demo",AHI
0733,Deputy Chief Pilot-Training,AHI
0735,Sr Mgr-People Ops & Employee Services NA,AHI
0739,Sr Mgr-CLS Program Management Office (PMO),AHI
0741,"Spr-LUH Retrofit, Maintenance",AHI
0742,PT-Sr Contract Administrator,AHI
0743,Sr Mgr-Costing (Pricing),AHI
0745,Mgr-Strategic Procurement (Military),AHI
0746,Spr-Customer Support,AHI
0747,HR Data & Leave Admin. Specialist NA,AHI
0752,Warranty & Repairable Analyst,AHI
0753,People Ops Specialist NA,AHI
0754,Master Test Pilot,AHI
0756,Flight Ops Coordinator,AHI
0757,Lead Quality Inspector,AHI
0758,Lead Auditor,AHI
0760,Maintenance Project Manager LUH,AHI
0761,Sr Cost Analyst (Lakota Program),AHI
0766,Training Records Manager,AHI
0767,CLS Liaison for Military Programs,AHI
0768,Commercial Pricing Specialist,AHI
0772,Mgr-General Procurement,AHI
0773,Engineering Architect Associate,AHI
0776,Sr Technical Publications Coordinator,AHI
0778,Technical Publications Coordinator,AHI
0779,"Sr Mgr, Lakota MS Operations",AHI
0780,Head of Acct./ Treasury,AHI
0786,Sr CNC Machinist,AHI
0788,Assoc. Manufacturing Engineer,AHI
0790,"Business Controller, Mississippi Plant",AHI
0791,Head of IM Industry Solutions,AHI
0792,Sr Mgr IM Goverance,AHI
0793,IM Service Delivery Mgr Customer Solutions,AHI
0794,Regional Digital Coordinator,AHI
0795,Staging/Kitting Specialist,AHI
0796,Spr-DCR,AHI
0800,Safety Promotion & Projects Analyst,AHI
0801,Sr Mgr-Federal Sales,AHI
0803,Sr Dir-Customer Support,AHI
0804,Airworthiness Compliance Quality Engineer,AHI
0806,Associate FTZ Aministrator,AHI
0808,Facilities Service Center Administrator,AHI
0809,Sr Courseware & Media Specialist,AHI
0812,Sr Dir-MRO,AHI
0813,Sr Mgr Key Account Sales & CCC,AHI
0814,Deputy Chief Pilot-Flight Test,AHI
0821,Business Logistics Analyst (CLS),AHI
0823,Connected Services Analyst,AHI
0824,Sr Mgr Asset Mgmt & Specialty Sales,AHI
0827,Sr Mgr Planning Control & Facilities,AHI
0828,Facilities Coordinator,AHI
0832,Head of Certified Training,AHI
0834,"Coordinator, Commercial AD & BA",AHI
0835,"Sr Specialist, Product Marketing",AHI
0836,Mgr-Operational Marketing,AHI
0838,Pilot- NASA HCare Program,AHI
0839,"Manager, Fort Rucker CLS Operations",AHI
0840,Sr Mgr-Business Strategy and Integration,AHI
0841,Mgr IM Team and Projects/Services,AHI
0842,Database Specialist,AHI
0843,Sr-AOG Customer Service Representative,AHI
0844,President-R&T,AHI
0845,Environmental Specialist,AHI
0846,Lakota Fleet Configuration Manager,AHI
0847,Sr Mgr Program Controlling,AHI
0848,Associate SAP Business Analyst,AHI
0849,"VP, Industry & Civil Programs",AHI
0850,Sr Mgr- Quality,AHI
0851,Ho Expert Group Tech Advisor,AHI
0852,System Integration Tech Advisor,AHI
0853,Head of Design department,AHI
0856,Sr Quality Engineer,AHI
0857,Ho Engineering Ops. Chief Engineer,AHI
0858,"Sr Mgr-Fac., Security US Ops & Manufacturing",AHI
0859,Site HR Manager,AHI
0862,Sr Flight Test Instrumentation Specialist,AHI
0863,DCR Machinist,AHI
0864,Sr Mgr-Civil Programs,AHI
0865,Sr Project Manager PMO & Transformation,AHI
0867,MRO Business Analyst,AHI
0868,MGR- Treasury & Tax Support,AHI
0869,SPR-Intercompany Procurement & DM,AHI
0870,Paint Operations Liaison/Tech,AHI
0872,MGR-Trade Shows & Multimedia Support,AHI
0873,Spr-Operational Purchasing,AHI
0874,Development Project Manager,AHI
0876,Vehicle and Avionics Technical Leader,AHI
0877,IM Governance & Quality Assurance Analyst,AHI
0879,SR MGR-Material Planning & Distribution,AHI
0880,Sr Mgr Military Costing,AHI
0881,Lead CNC Machinist,AHI
0882,HO Costing/ Offer Evaluations AHNA,AHI
0883,Sr Mgr DCR Repair/ Overhaul,AHI
0884,HO Procurement Operations AHNA,AHI
0885,Technical Support Specialist,AHI
0886,"Sales Manager, H-Care Service & Support",AHI
0887,Sr Mgr Key Account Sales & Completions Sinlge,AHI
0888,MRO Business Office Specialist,AHI
0889,Bids and Proposals Manager,AHI
0890,Dir-Civil Programs,AHI
0891,Supply Chain/Forecast Analyst,AHI
0892,USCG Engineering Technician,AHI
0894,Design Engineering Specialist,AHI
0896,MRO Business Process Project Manager,AHI
0899,Manufacturing Data Specialist,AHI
0900,Mgr- Technical Publications,AHI
0901,"Trainer, Customer Support",AHI
0902,Training Center Compliance Manager,AHI
0903,Mgr- Costing & Pricing,AHI
0904,"Sales Manager, Asset MGMT & Utility",AHI
0905,Assoc-Quality Engineer,AHI
0906,Export Compliance Specialist,AHI
0907,Export Compliance Analyst,AHI
0908,Sr Export Compliance Specialist,AHI
0909,Data Scientist,AHI
0910,Manufacturing Engineer,AHI
0911,IM Project Manager and Business Process Analy,AHI
0912,Recruitment & Engagement,AHI
0913,IM Solution Architect Level 2,AHI
0914,Spr-Supply Depot,AHI
0915,HO Support & Services Controlling,AHI
0916,Lead Flight Test Technician,AHI
0917,Procurement Service Manager,AHI
0918,Offers and Contracts Specialist,AHI
0919,Spr Facilities Technical Operations,AHI
0920,Development Project Manager,AHI
0921,Senior Experimental Test Pilot-DER,AHI
0922,IM Solutions Architect Lead,AHI
0923,Engineering Architect Level 1,AHI
0924,Sr Mgr Human Resources Operations,AHI
0925,Sr Customer Experience Rep,AHI
0926,Sr Dir USCG Business Development,AHI
0927,Mgr Sales Operations & Capture Projects,AHI
0928,HR Data Analyst & Recruitment Specialist,AHI
0929,HR & Employee Programs Business Partner,AHI
0930,Sr Development Project Manager,AHI
0931,Aircraft Maintenance Coordinator,AHI
0932,Mgr External Communications & Media Relations,AHI
0933,HCare PBH Coordinator,AHI
0934,"Dir-Head of Region Customer Training, AH Nort",AHI
0935,Mgr-Export Compliance,AHI
0936,Sr Mgr-Environmental Compliance,AHI
0937,Sr Mgr Strategic Procurement,AHI
0938,"Senior, LUH-Maintenance Support Technician",AHI
0939,HO Communications and Public Relations,AHI
0940,Sr Dir HO Strategic Procurement AHNA,AHI
0941,CNC Machinist,AHI
0942,Aircraft Records Apprentice,AHI
0943,Aircraft Records Coordinator,AHI
0944,Aircraft Records Specialist,AHI
0945,Sr. Mgr. Commercial Offers (S&S),AHI
0946,Customer Logistics Manager,AHI
0947,"Manager, Employee Relations",AHI
0948,HO Advanced Programs,AHI
0949,Sr Mgr Material Forecasting and Planning,AHI
0950,HO PSO (S&S),AHI
0951,Sr Mgr-Finance Business Intergration,AHI
0952,Product Support Manager (USCG),AHI
0953,Sr- Forecast & Business Analyst Procurement,AHI
0954,Spr-Aircraft Records,AHI
0955,Spr-Quality Assurance,AHI
0956,Technical Project Manager Level II,AHI
0957,HO Commercial and Technical Offers,AHI
0958,Project Manager (MAR),AHI
0959,Sr Mgr Business Strategy and Transformance,AHI
1002,A/C Technician A,AHI
1003,A/C Technician B,AHI
1004,Composite Technician A,AHI
1009,MRO Production Control Coordinator,AHI
1011,Production Engineering Specialist- MS,AHI
1012,Sr A/C Tech II,AHI
1015,Functional Specialist,AHI
1017,Customer Support Manager,AHI
1020,Sr Structural Design Engineer,AHI
1023,Mgr-Facilities Technical Operations,AHI
1024,Mgr-Health & Safety,AHI
1026,Mgr-Digital/Web & Internal Communications,AHI
1043,Lead A/C Technician,AHI
1047,Sr Industrial Engineer,AHI
1071,Sr A/C Technician,AHI
2005,QA Inspector A,AHI
2006,QA Inspector B,AHI
4000,Sr Material Handler,AHI
4004,Material Handler,AHI
4011,Sr Material Handler (IC),AHI
5009,Facilities Technician,AHI
5011,Lead Facilities Technician,AHI
AV0360,Dir-Export Compliance,AHI
AV0000,Intern,AHI
AV0001,Managing Director,AHI
AV0002,Deputy to Managing Director,AHI
AV0021,HO Operations & MFG,AHI
AV0028,HO Supply Chain,AHI
AV0032,HO Manufacturing,AHI
AV0081,Sr Mgr-Production,AHI
AV0091,Chief Engineer,AHI
AV0119,Financial Administrator,AHI
AV0161,HO Human Resources,AHI
AV0193,HO Warehouse Logistics,AHI
AV0226,Material Planning and Kitting,AHI
AV0231,Bids and Proposals Specialist,AHI
AV0398,Purchase Specialist,AHI
AV0436,Sr Engineer,AHI
AV0444,Senior Manufacturing Engineer,AHI
AV0472,Senior Document Control & Technical Writer,AHI
AV0479,Engineering Project Manager,AHI
AV0496,HO Flight Training/ Demo,AHI
AV0501,Principal Software Engineer,AHI
AV0502,Sr Principal Software Engineering,AHI
AV0539,Legal Counsel,AHI
AV0566,Senior Engineering Technician,AHI
AV0602,Engineer,AHI
AV0685,Training Manager,AHI
AV0686,Manager Information Technology/Management,AHI
AV0692,"Coordinator, Marketing",AHI
AV0700,Technician Trainee,AHI
AV0719,HO Finance,AHI
AV0730,Chief Technology Officer,AHI
AV0731,HO Programs /UAS Program Manager,AHI
AV0894,Design Engineering Specialist,AHI
AV0910,Manufacturing Engineer,AHI
AV0926,HO Business Development & Tech,AHI
AV1002,Technician A,AHI
AV1003,Technician B,AHI
AV1005,Sr A/C Operator /Lead Pilot,AHI
AV1023,Facilities & EHS Manager,AHI
AV1043,Demonstration & Integration Lead,AHI
AV1071,Sr Technician,AHI
AV2005,Quality Assurance Techncian,AHI
AV4004,Material Handler,AHI
BRIDGE,Former Group Employee,AHI
H0001,Helisim Managing Director,AHI
H0002,Helisim-Sales Manager-Customer Training,AHI
H0003,Financial Accounting & Community Manager,AHI
H0004,Simulator Technician,AHI
H0005,Helisim Maintenance Manager,AHI
H0006,Helisim - Simulation Training Coordinator,AHI
H0007,Finance and External Communication Manager,AHI
H0008,Helicopter Simulator Flight Instructor,AHI
T1002,TEMP A/C Technician A,AHI
T1003,TEMP A/C Technician B,AHI
T1071,TEMP Sr A/C Technician,AHI
T4004,TEMP Material Handler,AHI
TEMP,Temporary,AHI
MIAZZM,Principal Software Engineer,AAI
MIAZZN,Software Engineer III,AAI
ALA18O,Cust Qual Front Office Mgr,AAI
AYAVAA,Chief of Staff Acubed/R&T,AAI
,Engineering Chief of Staff,AAI
H7Z341,"Senior Director, Civil Program",AHI
3T3ZZB,Chief Development Officer,AAI
,"Director, System Design",AAI
FOF16E,Technical Project Specialist,AAI
3E3ZZH,"Manager, Strategy Engineer",AAI
MQAZZD,Quality Control Inspector I,AAI
SWT14Q,Automation Technician,AAI
MEAZZB,Electrical Engineer,AAI
AHA16H,Employee Services Coordinator,AAI
,Lead Quality Doc Specialist,AAI
MEAZZW,Sr Mechanical Engineer,AAI
,Dir Customs Compliance and Ops,AAI
AIA19Y,Dig Analytics Platform Admin,AAI
FIF18M,Data Excellence Manager,AAI
L7ZB4A,Advisor to the Board,AHI
MEAZZX,Sr Manufacturing Engineer,AAI
MIAZZO,Principal Systems Engineer,AAI
MEAZZY,Sr Applications Engineer,AAI
AIAVBL,"Director, Digital Global Prod.",AAI
ARAVAC,Export Trade Compliance Sr Mgr,AAI
,DWP Employee Collab Lead,AAI
ARA19B,Ethics & Compliance Manager,AAI
FQF17K,Attestation Specialist III,AAI
FQF16I,Attestation Specialist II,AAI
,Quality Inspector,AAI
FEFVAN,"Manager, Industrialization",AAI
FEFVAO,"Manager, Process Perf Eng",AAI
MEAZZZ,"Sr Manager, Mechanical Eng",AAI
MMAZZB,Facilities Manager,AAI
FJF18E,Cust Lsn/Ferry Flt Coordinator,AAI
F1FVAN,"Manager, Competency Planning",AAI
,Short/Mid-Term Planning Mgr I,AAI
FEF16O,Short/Mid Term Planning Mgr I,AAI
FEF17M,Short/Mid Term Planning Mgr II,AAI
3T3ZZC,Research and Technology Sr Mgr,AAI
VZVZZH,Venture Capital Sr Associate,AAI
VYVZZB,Internal Operations Associate,AAI
AIAVAV,DWP Employee Collab Lead,AAI
,"Sr Mgr, Reg Industrial Securit",AAI
SOT15M,FHS 1st Shift Lead,AAI
F2FVBA,Operations Chief of Staff,AAI
AHAB3D,"HO HR, LatAm",AAI
,Dir Parts & Tools Repair Svcs,AAI
APA19J,Procurement Specialist,AAI
F1F17J,Supplier & Contract Specialist,AAI
ALA19W,Data Strategy & Architect,AAI
ALAVA0,"Sr Manager, Quality Operations",AAI
ALA19X,Ecosystem Manager,AAI
